sep=;
Date      ;Bid   ;Ask   ;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover ;Trades;
2016-12-19;193,0 ;196,0 ;200,0        ;202,0     ;189,0    ;196,0         ;195,09      ;1470        ;286779,5 ;25;
